locus_tag	gene	type	rv_equivalent	start	end	strand	source
Erdman_2386	ERv2294	CDS	Rv2294	2560446	2561670	+	ratt
Erdman_2387	ERv2295	CDS	Rv2295	2561891	2562530	+	ratt
Erdman_2388	ERv2296	CDS	Rv2296	2562623	2563526	+	ratt
Erdman_2389	ERv2297	CDS	Rv2297	2563557	2564010	+	ratt
Erdman_2390	ERv2298	CDS	Rv2298	2564201	2565173	+	ratt
Erdman_2391	htpG	CDS	Rv2299c	2565178	2567122	-	ratt
Erdman_2392	ERv2300c	CDS	Rv2300c	2567195	2568128	-	ratt
Erdman_2393	cut2	CDS	Rv2301	2568134	2568827	+	ratt
Erdman_2394	ERv2302	CDS	Rv2302	2568932	2569175	+	ratt
Erdman_2395	ERv2303c	CDS	Rv2303c	2569215	2570139	-	ratt
Erdman_2396	ERv2304c	CDS	Rv2304c	2570135	2570345	-	ratt
Erdman_2397	ERv2305	CDS	Rv2305	2570928	2572218	+	ratt
Erdman_2398	Erdman_2398	CDS		2572313	2572577	-	bakta
Erdman_2399	ERv2307c	CDS	Rv2307c	2572970	2573816	-	ratt
Erdman_2400	ERv2307A	CDS	Rv2307A	2574347	2574539	-	ratt
Erdman_2401	ERv2307B	CDS	Rv2307B	2574623	2575055	-	ratt
Erdman_2402	ERv2307D	CDS	Rv2307D	2575147	2575330	-	ratt
Erdman_2403	ERv2308	CDS	Rv2308	2575538	2576255	+	ratt
Erdman_2404	ERv2308a	CDS	Rv2308a	2576264	2576597	+	ratt
Erdman_2405	Erdman_2405	CDS		2576664	2576757	+	bakta
Erdman_2406	metV	tRNA	Rvnt24	2576883	2576957	-	ratt
Erdman_2407	Erdman_2407	CDS		2576962	2577418	-	bakta
Erdman_2408	Erdman_2408	CDS		2577596	2577764	-	bakta
Erdman_2409	ERv2309A	CDS	Rv2309A	2578164	2578452	+	ratt
Erdman_2410	ERv2310	CDS	Rv2310	2578554	2578899	+	ratt
Erdman_2411	ERv2311	CDS	Rv2311	2579003	2579528	+	ratt
Erdman_2412	ERv2312	CDS	Rv2312	2579605	2579875	+	ratt
Erdman_2413	ERv2313c	CDS	Rv2313c	2580171	2581026	-	ratt
Erdman_2414	ERv2314c	CDS	Rv2314c	2581036	2582410	-	ratt
Erdman_2415	ERv2315c	CDS	Rv2315c	2582406	2583924	-	ratt
Erdman_2416	uspA	CDS	Rv2316	2583957	2584830	+	ratt
Erdman_2417	uspB	CDS	Rv2317	2584816	2585641	+	ratt
Erdman_2418	uspC	CDS	Rv2318	2585637	2586960	+	ratt
Erdman_2419	ERv2319c	CDS	Rv2319c	2586967	2587846	-	ratt
Erdman_2420	rocE	CDS	Rv2320c	2587842	2589273	-	ratt
Erdman_2421	Erdman_2421	CDS		2589273	2589819	-	bakta
Erdman_2422	ERv2323c	CDS	Rv2323c	2590480	2591389	-	ratt
Erdman_2423	ERv2324	CDS	Rv2324	2591453	2591900	+	ratt
Erdman_2424	ERv2325c	CDS	Rv2325c	2592128	2592977	-	ratt
Erdman_2425	ERv2326c	CDS	Rv2326c	2592973	2595067	-	ratt
Erdman_2426	ERv2327	CDS	Rv2327	2595107	2595599	+	ratt
Erdman_2427	PE23	CDS	Rv2328	2595850	2596999	+	ratt
Erdman_2428	narK1	CDS	Rv2329c	2597033	2598581	-	ratt
Erdman_2429	lppP	CDS	Rv2330c	2598814	2599342	-	ratt
Erdman_2430	ERv2331	CDS	Rv2331	2599416	2599803	+	ratt
Erdman_2431	ERv2331A	CDS	Rv2331A	2599859	2600198	+	ratt
Erdman_2432	mez	CDS	Rv2332	2600227	2601874	+	ratt
Erdman_2433	stp	CDS	Rv2333c	2601827	2603441	-	ratt
Erdman_2434	cysK1	CDS	Rv2334	2603915	2604848	+	ratt
Erdman_2435	cysE	CDS	Rv2335	2604851	2605541	+	ratt
Erdman_2436	ERv2336	CDS	Rv2336	2607314	2608283	+	ratt
Erdman_2437	ERv2337c	CDS	Rv2337c	2608346	2609465	-	ratt
Erdman_2438	moeW	CDS	Rv2338c	2609584	2610541	-	ratt
Erdman_2439	mmpL9	CDS	Rv2339	2611170	2614056	+	ratt
Erdman_2440	PE_PGRS39	CDS	Rv2340c	2614141	2615383	-	ratt
Erdman_2441	asnT	tRNA	Rvnt25	2615881	2615954	-	ratt
Erdman_2442	lppQ	CDS	Rv2341	2616071	2616491	+	ratt
Erdman_2443	ERv2342	CDS	Rv2342	2616746	2617004	+	ratt
Erdman_2444	dnaG	CDS	Rv2343c	2617007	2618927	-	ratt
Erdman_2445	dgt	CDS	Rv2344c	2618931	2620227	-	ratt
Erdman_2446	ERv2345	CDS	Rv2345	2620295	2622278	+	ratt
Erdman_2447	esxO	CDS	Rv2346c	2622362	2622647	-	ratt
Erdman_2448	esxP	CDS	Rv2347c	2622697	2622994	-	ratt
Erdman_2449	ERv2348c	CDS	Rv2348c	2623128	2623455	-	ratt
Erdman_2450	plcC	CDS	Rv2349c	2623646	2625173	-	ratt
Erdman_2451	plcB	CDS	Rv2350c	2625255	2626794	-	ratt
Erdman_2452	plcA	CDS	Rv2351c	2627011	2628550	-	ratt
Erdman_2453	Erdman_2453	CDS		2629093	2629267	+	bakta
Erdman_2454	PPE38	CDS	Rv2352c	2629397	2630702	-	ratt
Erdman_2455	Erdman_2455	CDS		2634403	2636272	-	bakta
Erdman_2456	pPE40	CDS		2637009	2638857	-	bakta
Erdman_2457	glyS	CDS	Rv2357c	2638994	2640386	-	ratt
Erdman_2458	smtB	CDS	Rv2358	2640567	2640975	+	ratt
Erdman_2459	zur	CDS	Rv2359	2640971	2641364	+	ratt
Erdman_2460	ERv2360c	CDS	Rv2360c	2641471	2641900	-	ratt
Erdman_2461	ERv2361c	CDS	Rv2361c	2641899	2642790	-	ratt
Erdman_2462	recO	CDS	Rv2362c	2642782	2643580	-	ratt
Erdman_2463	amiA2	CDS	Rv2363	2643641	2645096	+	ratt
Erdman_2464	era	CDS	Rv2364c	2645092	2645995	-	ratt
Erdman_2465	ERv2365c	CDS	Rv2365c	2646068	2646410	-	ratt
Erdman_2466	ERv2366c	CDS	Rv2366c	2646381	2647689	-	ratt
Erdman_2467	ERv2367c	CDS	Rv2367c	2647685	2648234	-	ratt
Erdman_2468	phoH1	CDS	Rv2368c	2648237	2649296	-	ratt
Erdman_2469	ERv2369c	CDS	Rv2369c	2649267	2649570	-	ratt
Erdman_2470	ERv2370c	CDS	Rv2370c	2649566	2650880	-	ratt
Erdman_2471	PE_PGRS40	CDS	Rv2371	2651074	2651260	+	ratt
Erdman_2472	ERv2372c	CDS	Rv2372c	2651358	2652147	-	ratt
Erdman_2473	dnaJ2	CDS	Rv2373c	2652160	2653309	-	ratt
Erdman_2474	hrcA	CDS	Rv2374c	2653383	2654415	-	ratt
Erdman_2475	ERv2375	CDS	Rv2375	2654586	2654904	+	ratt
Erdman_2476	cfp2	CDS	Rv2376c	2654930	2655437	-	ratt
Erdman_2477	ERv2377c	CDS	Rv2377c	2655536	2655752	-	ratt
Erdman_2478	mbtG	CDS	Rv2378c	2655729	2657025	-	ratt
Erdman_2479	mbtF	CDS	Rv2379c	2657021	2661407	-	ratt
Erdman_2480	mbtE	CDS	Rv2380c	2661388	2666437	-	ratt
Erdman_2481	mbtD	CDS	Rv2381c	2666576	2669591	-	ratt
Erdman_2482	mbtC	CDS	Rv2382c	2669590	2670925	-	ratt
Erdman_2483	mbtB	CDS	Rv2383c	2670914	2675159	-	ratt
Erdman_2484	mbtA	CDS	Rv2384	2675257	2676955	+	ratt
Erdman_2485	mbtJ	CDS	Rv2385	2677050	2677971	+	ratt
Erdman_2486	mbtI	CDS	Rv2386c	2677974	2679327	-	ratt
Erdman_2487	ERv2386a	CDS	Rv2386a	2679779	2679989	+	ratt
Erdman_2488	ERv2387	CDS	Rv2387	2680086	2681340	+	ratt
Erdman_2489	hemN	CDS	Rv2388c	2681336	2682464	-	ratt
Erdman_2490	rpfD	CDS	Rv2389c	2682569	2683034	-	ratt
Erdman_2491	ERv2390c	CDS	Rv2390c	2683030	2683588	-	ratt
Erdman_2492	sirA	CDS	Rv2391	2684000	2685692	+	ratt
Erdman_2493	cysH	CDS	Rv2392	2685688	2686453	+	ratt
Erdman_2494	che1	CDS	Rv2393	2686449	2687295	+	ratt
Erdman_2495	ggtB	CDS	Rv2394	2687331	2689263	+	ratt
Erdman_2496	ERv2395	CDS	Rv2395	2689393	2691397	+	ratt
Erdman_2497	mcr7	ncRNA	RVnc0024	2691493	2691843	+	ratt
Erdman_2498	aprA	CDS	Rv2395A	2691545	2691761	+	ratt
Erdman_2499	aprB	CDS	Rv2395B	2691872	2692037	+	ratt
Erdman_2500	PE_PGRS41	CDS	Rv2396	2692120	2693206	+	ratt
Erdman_2501	cysA1	CDS	Rv2397c	2693230	2694286	-	ratt
Erdman_2502	cysW	CDS	Rv2398c	2694302	2695121	-	ratt
Erdman_2503	cysT	CDS	Rv2399c	2695117	2695969	-	ratt
Erdman_2504	subI	CDS	Rv2400c	2695965	2697036	-	ratt
Erdman_2505	ERv2401	CDS	Rv2401	2697049	2697379	+	ratt
Erdman_2506	ERv2401A	CDS	Rv2401A	2697363	2697567	-	ratt
Erdman_2507	ERv2402	CDS	Rv2402	2697850	2699779	+	ratt
Erdman_2508	lppR	CDS	Rv2403c	2699856	2700612	-	ratt
Erdman_2509	lepA	CDS	Rv2404c	2700608	2702570	-	ratt
Erdman_2510	ERv2405	CDS	Rv2405	2702590	2703160	+	ratt
Erdman_2511	ERv2406c	CDS	Rv2406c	2703330	2703759	-	ratt
Erdman_2512	ERv2407	CDS	Rv2407	2704018	2704861	+	ratt
Erdman_2513	PE24	CDS	Rv2408	2705104	2706079	+	ratt
Erdman_2514	ERv2409c	CDS	Rv2409c	2705836	2706676	-	ratt
Erdman_2515	ERv2410c	CDS	Rv2410c	2706675	2707653	-	ratt
Erdman_2516	ERv2411c	CDS	Rv2411c	2707652	2709308	-	ratt
Erdman_2517	rpsT	CDS	Rv2412	2709417	2709678	+	ratt
Erdman_2518	ERv2413c	CDS	Rv2413c	2709693	2710644	-	ratt
Erdman_2519	ERv2414c	CDS	Rv2414c	2710674	2712219	-	ratt
Erdman_2520	ERv2415c	CDS	Rv2415c	2712233	2713127	-	ratt
Erdman_2521	eis	CDS	Rv2416c	2713466	2714675	-	ratt
Erdman_2522	ERv2417c	CDS	Rv2417c	2714814	2715657	-	ratt
Erdman_2523	ERv2418c	CDS	Rv2418c	2715737	2716481	-	ratt
Erdman_2524	gpgP	CDS	Rv2419c	2716470	2717142	-	ratt
Erdman_2525	ERv2420c	CDS	Rv2420c	2717138	2717519	-	ratt
Erdman_2526	nadD	CDS	Rv2421c	2717515	2718151	-	ratt
Erdman_2527	ERv2422	CDS	Rv2422	2718425	2718698	+	ratt
Erdman_2528	ERv2423	CDS	Rv2423	2718939	2719986	+	ratt
Erdman_2529	ERv2424c	CDS	Rv2424c	2720118	2721120	-	ratt
Erdman_2530	ERv2425c	CDS	Rv2425c	2721208	2722651	-	ratt
Erdman_2531	ERv2426c	CDS	Rv2426c	2722650	2723526	-	ratt
Erdman_2532	proA	CDS	Rv2427c	2723572	2724820	-	ratt
Erdman_2533	oxyR'	CDS	Rv2427A	2724913	2725430	-	ratt
Erdman_2534	ahpC	CDS	Rv2428	2725535	2726123	+	ratt
Erdman_2535	ahpD	CDS	Rv2429	2726148	2726682	+	ratt
Erdman_2536	PPE41	CDS	Rv2430c	2726678	2727263	-	ratt
Erdman_2537	PE25	CDS	Rv2431c	2727309	2727609	-	ratt
Erdman_2538	ERv2432c	CDS	Rv2432c	2727779	2728190	-	ratt
Erdman_2539	ERv2433c	CDS	Rv2433c	2728186	2728477	-	ratt
Erdman_2540	ERv2434c	CDS	Rv2434c	2728457	2729903	-	ratt
Erdman_2541	ERv2435c	CDS	Rv2435c	2729899	2732092	-	ratt
Erdman_2542	rbsK	CDS	Rv2436	2732572	2733487	+	ratt
Erdman_2543	ERv2437	CDS	Rv2437	2733718	2734138	+	ratt
Erdman_2544	nadE	CDS	Rv2438c	2734134	2736174	-	ratt
Erdman_2545	ERv2438A	CDS	Rv2438A	2736051	2736330	+	ratt
Erdman_2546	proB	CDS	Rv2439c	2736459	2737590	-	ratt
Erdman_2547	obg	CDS	Rv2440c	2737589	2739029	-	ratt
Erdman_2548	rpmA	CDS	Rv2441c	2739114	2739375	-	ratt
Erdman_2549	rplU	CDS	Rv2442c	2739389	2739704	-	ratt
Erdman_2550	dctA	CDS	Rv2443	2740051	2741527	+	ratt
Erdman_2551	rne	CDS	Rv2444c	2741465	2744327	-	ratt
Erdman_2552	ndkA	CDS	Rv2445c	2744656	2745067	-	ratt
Erdman_2553	ERv2446c	CDS	Rv2446c	2745109	2745481	-	ratt
Erdman_2554	folC	CDS	Rv2447c	2745477	2746941	-	ratt
Erdman_2555	valS	CDS	Rv2448c	2746937	2749568	-	ratt
Erdman_2556	ERv2449c	CDS	Rv2449c	2749655	2750915	-	ratt
Erdman_2557	rpfE	CDS	Rv2450c	2751004	2751523	-	ratt
Erdman_2558	ERv2451	CDS	Rv2451	2751604	2752003	+	ratt
Erdman_2559	ERv2452c	CDS	Rv2452c	2752190	2752337	-	ratt
Erdman_2560	mobA	CDS	Rv2453c	2752360	2752966	-	ratt
Erdman_2561	ERv2454c	CDS	Rv2454c	2752967	2754089	-	ratt
Erdman_2562	ERv2455c	CDS	Rv2455c	2754085	2756047	-	ratt
Erdman_2563	ERv2456c	CDS	Rv2456c	2756278	2757535	-	ratt
Erdman_2564	clpX	CDS	Rv2457c	2757550	2758831	-	ratt
Erdman_2565	mmuM	CDS	Rv2458	2759121	2760030	+	ratt
Erdman_2566	ERv2459	CDS	Rv2459	2760196	2761723	+	ratt
Erdman_2567	clpP2	CDS	Rv2460c	2761873	2762518	-	ratt
Erdman_2568	clpP1	CDS	Rv2461c	2762514	2763117	-	ratt
Erdman_2569	tig	CDS	Rv2462c	2763233	2764634	-	ratt
Erdman_2570	proU	tRNA	Rvnt26	2764673	2764747	-	ratt
Erdman_2571	glyV	tRNA	Rvnt27	2764883	2764954	+	ratt
Erdman_2572	RNAI	ncRNA		2766349	2766454	+	bakta
Erdman_2573	aph(3')-Ia	CDS		2766824	2767640	-	bakta
Erdman_2574	Erdman_2574	CDS		2767799	2768351	-	bakta
Erdman_2575	Erdman_2575	CDS		2768841	2769957	-	bakta
Erdman_2576	lipP	CDS	Rv2463	2770211	2771396	+	ratt
Erdman_2577	ERv2464c	CDS	Rv2464c	2771415	2772222	-	ratt
Erdman_2578	rpiB	CDS	Rv2465c	2772227	2772716	-	ratt
Erdman_2579	ERv2466c	CDS	Rv2466c	2772817	2773441	-	ratt
Erdman_2580	pepN	CDS	Rv2467	2773542	2776128	+	ratt
Erdman_2581	ERv2468c	CDS	Rv2468c	2776200	2776704	-	ratt
Erdman_2582	ERv2468A	CDS	Rv2468A	2776654	2776888	-	ratt
Erdman_2583	ERv2469c	CDS	Rv2469c	2776923	2777592	-	ratt
Erdman_2584	glbO	CDS	Rv2470	2777734	2778121	+	ratt
Erdman_2585	aglA	CDS	Rv2471	2778120	2779761	+	ratt
Erdman_2586	ERv2472	CDS	Rv2472	2779828	2780122	+	ratt
Erdman_2587	ERv2473	CDS	Rv2473	2780124	2780841	+	ratt
Erdman_2588	ERv2474c	CDS	Rv2474c	2780872	2781526	-	ratt
Erdman_2589	ERv2475c	CDS	Rv2475c	2781531	2781948	-	ratt
Erdman_2590	gdh	CDS	Rv2476c	2781944	2786819	-	ratt
Erdman_2591	ERv2477c	CDS	Rv2477c	2786922	2788599	-	ratt
Erdman_2592	ERv2478c	CDS	Rv2478c	2788679	2789165	-	ratt
Erdman_2593	ERv2481c	CDS	Rv2481c	2789798	2790095	-	ratt
Erdman_2594	plsB2	CDS	Rv2482c	2790110	2792480	-	ratt
Erdman_2595	plsC	CDS	Rv2483c	2792476	2794219	-	ratt
Erdman_2596	ERv2484c	CDS	Rv2484c	2794215	2795691	-	ratt
Erdman_2597	lipQ	CDS	Rv2485c	2795919	2797185	-	ratt
Erdman_2598	argW	tRNA	Rvnt28	2797372	2797446	+	ratt
Erdman_2599	echA14	CDS	Rv2486	2797546	2798317	+	ratt
Erdman_2600	PE_PGRS42	CDS	Rv2487c	2798497	2800582	-	ratt
Erdman_2601	ERv2488c	CDS	Rv2488c	2800663	2804077	-	ratt
Erdman_2602	ERv2489c	CDS	Rv2489c	2804042	2804342	-	ratt
Erdman_2603	PE_PGRS43	CDS	Rv2490c	2804450	2809433	-	ratt
Erdman_2604	ERv2490a	CDS	Rv2490a	2809519	2809726	-	ratt
Erdman_2605	ERv2491	CDS	Rv2491	2809861	2810485	+	ratt
Erdman_2606	ERv2492	CDS	Rv2492	2810474	2811227	+	ratt
Erdman_2607	vapB38	CDS	Rv2493	2811279	2811501	+	ratt
Erdman_2608	vapC38	CDS	Rv2494	2811506	2811932	+	ratt
Erdman_2609	bkdC	CDS	Rv2495c	2811954	2813136	-	ratt
Erdman_2610	bkdB	CDS	Rv2496c	2813132	2814179	-	ratt
Erdman_2611	bkdA	CDS	Rv2497c	2814189	2815293	-	ratt
Erdman_2612	citE	CDS	Rv2498c	2815551	2816373	-	ratt
Erdman_2613	ERv2499c	CDS	Rv2499c	2816369	2816927	-	ratt
Erdman_2614	fadE19	CDS	Rv2500c	2816923	2818108	-	ratt
Erdman_2615	accA1	CDS	Rv2501c	2818112	2820077	-	ratt
Erdman_2616	accD1	CDS	Rv2502c	2820081	2821671	-	ratt
Erdman_2617	scoB	CDS	Rv2503c	2821667	2822324	-	ratt
Erdman_2618	scoA	CDS	Rv2504c	2822320	2823067	-	ratt
Erdman_2619	fadD35	CDS	Rv2505c	2823149	2824793	-	ratt
Erdman_2620	ERv2506	CDS	Rv2506	2824908	2825556	+	ratt
Erdman_2621	ERv2507	CDS	Rv2507	2825634	2826456	+	ratt
Erdman_2622	ERv2508c	CDS	Rv2508c	2826452	2827790	-	ratt
Erdman_2623	ERv2509	CDS	Rv2509	2827874	2828681	+	ratt
Erdman_2624	ERv2510c	CDS	Rv2510c	2828684	2830286	-	ratt
Erdman_2625	orn	CDS	Rv2511	2830353	2831001	+	ratt
Erdman_2626	hisT	tRNA	Rvnt29	2831050	2831123	+	ratt
Erdman_2627	ERv2512c	CDS	Rv2512c	2831752	2833000	-	ratt
Erdman_2628	ERv2512a	CDS	Rv2512a	2833150	2833336	+	ratt
Erdman_2629	ERv2513	CDS	Rv2513	2833357	2833780	+	ratt
Erdman_2630	ERv2514c	CDS	Rv2514c	2834073	2834535	-	ratt
Erdman_2631	ERv2515c	CDS	Rv2515c	2834540	2835788	-	ratt
Erdman_2632	ERv2516c	CDS	Rv2516c	2835906	2836710	-	ratt
Erdman_2633	ERv2517c	CDS	Rv2517c	2836706	2836958	-	ratt
Erdman_2634	ldtB	CDS	Rv2518c	2837305	2838532	-	ratt
Erdman_2635	lysU	tRNA	Rvnt30	2838690	2838763	+	ratt
Erdman_2636	PE26	CDS	Rv2519	2838981	2840460	+	ratt
Erdman_2637	ERv2520c	CDS	Rv2520c	2840584	2840812	-	ratt
Erdman_2638	bcp	CDS	Rv2521	2840880	2841354	+	ratt
Erdman_2639	ERv2522c	CDS	Rv2522c	2841325	2842738	-	ratt
Erdman_2640	acpS	CDS	Rv2523c	2842734	2843127	-	ratt
Erdman_2641	fas	CDS	Rv2524c	2843319	2852529	-	ratt
Erdman_2642	ERv2525c	CDS	Rv2525c	2853048	2853771	-	ratt
Erdman_2643	vapB17	CDS	Rv2526	2854287	2854515	+	ratt
Erdman_2644	vapC17	CDS	Rv2527	2854511	2854913	+	ratt
Erdman_2645	mrr	CDS	Rv2528c	2854947	2855706	-	ratt
Erdman_2646	ERv2529	CDS	Rv2529	2856071	2857463	+	ratt
Erdman_2647	vapC39	CDS	Rv2530c	2857463	2857883	-	ratt
Erdman_2648	vapB39	CDS	Rv2530A	2857879	2858104	-	ratt
Erdman_2649	ERv2531c	CDS	Rv2531c	2858134	2860978	-	ratt
Erdman_2650	ERv2532c	CDS	Rv2532c	2861049	2861451	-	ratt
Erdman_2651	nusB	CDS	Rv2533c	2861450	2861921	-	ratt
Erdman_2652	efp	CDS	Rv2534c	2861923	2862487	-	ratt
Erdman_2653	pepQ	CDS	Rv2535c	2862496	2863615	-	ratt
Erdman_2654	ERv2536	CDS	Rv2536	2863648	2864341	+	ratt
Erdman_2655	aroD	CDS	Rv2537c	2864344	2864788	-	ratt
Erdman_2656	aroB	CDS	Rv2538c	2864784	2865873	-	ratt
Erdman_2657	aroK	CDS	Rv2539c	2865869	2866400	-	ratt
Erdman_2658	aroF	CDS	Rv2540c	2866403	2867609	-	ratt
Erdman_2659	ERv2541	CDS	Rv2541	2867623	2868031	+	ratt
Erdman_2660	ERv2542	CDS	Rv2542	2868326	2869538	+	ratt
Erdman_2661	lppA	CDS	Rv2543	2869664	2870324	+	ratt
Erdman_2662	lppB	CDS	Rv2544	2870320	2870980	+	ratt
Erdman_2663	vapB18	CDS	Rv2545	2870889	2871639	+	ratt
Erdman_2664	vapC18	CDS	Rv2546	2872006	2872420	+	ratt
Erdman_2665	vapB19	CDS	Rv2547	2872458	2872716	+	ratt
Erdman_2666	vapC19	CDS	Rv2548	2872712	2873090	+	ratt
Erdman_2667	ERv2548A	CDS	Rv2548A	2873105	2873480	-	ratt
Erdman_2668	vapC20	CDS	Rv2549c	2873579	2873975	-	ratt
Erdman_2669	vapB20	CDS	Rv2550c	2873971	2874217	-	ratt
Erdman_2670	ERv2551c	CDS	Rv2551c	2874627	2875047	-	ratt
Erdman_2671	aroE	CDS	Rv2552c	2875058	2875868	-	ratt
Erdman_2672	ERv2553c	CDS	Rv2553c	2875864	2877118	-	ratt
Erdman_2673	ERv2554c	CDS	Rv2554c	2877110	2877623	-	ratt
Erdman_2674	alaS	CDS	Rv2555c	2877623	2880338	-	ratt
Erdman_2675	ERv2556c	CDS	Rv2556c	2880428	2880818	-	ratt
Erdman_2676	ERv2557	CDS	Rv2557	2880924	2881599	+	ratt
Erdman_2677	ERv2558	CDS	Rv2558	2881683	2882394	+	ratt
Erdman_2678	ERv2559c	CDS	Rv2559c	2882423	2883782	-	ratt
Erdman_2679	ERv2560	CDS	Rv2560	2883927	2884905	+	ratt
Erdman_2680	Erdman_2680	CDS		2885491	2885998	+	bakta
Erdman_2681	ERv2563	CDS	Rv2563	2886140	2887190	+	ratt
Erdman_2682	glnQ	CDS	Rv2564	2887192	2888185	+	ratt
Erdman_2683	ERv2565	CDS	Rv2565	2888461	2890213	+	ratt
Erdman_2684	ERv2566	CDS	Rv2566	2890223	2893646	+	ratt
Erdman_2685	ERv2567	CDS	Rv2567	2893645	2896300	+	ratt
Erdman_2686	ERv2568c	CDS	Rv2568c	2896296	2897322	-	ratt
Erdman_2687	ERv2569c	CDS	Rv2569c	2897314	2898259	-	ratt
Erdman_2688	ERv2570	CDS	Rv2570	2898362	2898752	+	ratt
Erdman_2689	ERv2571c	CDS	Rv2571c	2898743	2899811	-	ratt
Erdman_2690	aspS	CDS	Rv2572c	2899863	2901654	-	ratt
Erdman_2691	ERv2573	CDS	Rv2573	2901893	2902634	+	ratt
Erdman_2692	ERv2574	CDS	Rv2574	2902656	2903160	+	ratt
Erdman_2693	ERv2575	CDS	Rv2575	2903189	2904071	+	ratt
Erdman_2694	ERv2576c	CDS	Rv2576c	2904076	2904541	-	ratt
Erdman_2695	ERv2577	CDS	Rv2577	2904768	2906358	+	ratt
Erdman_2696	ERv2578c	CDS	Rv2578c	2906359	2907382	-	ratt
Erdman_2697	dhaA	CDS	Rv2579	2907489	2908392	+	ratt
Erdman_2698	hisS	CDS	Rv2580c	2908671	2909943	-	ratt
Erdman_2699	ERv2581c	CDS	Rv2581c	2909939	2910614	-	ratt
Erdman_2700	ppiB	CDS	Rv2582	2910664	2911591	+	ratt
Erdman_2701	relA	CDS	Rv2583c	2911676	2914049	-	ratt
Erdman_2702	apt	CDS	Rv2584c	2914079	2914751	-	ratt
Erdman_2703	ERv2585c	CDS	Rv2585c	2914854	2916528	-	ratt
Erdman_2704	secF	CDS	Rv2586c	2916533	2917862	-	ratt
Erdman_2705	secD	CDS	Rv2587c	2917865	2919587	-	ratt
Erdman_2706	yajC	CDS	Rv2588c	2919696	2920044	-	ratt
Erdman_2707	gabT	CDS	Rv2589	2920210	2921560	+	ratt
Erdman_2708	fadD9	CDS	Rv2590	2921721	2925228	+	ratt
Erdman_2709	PE_PGRS44	CDS	Rv2591	2925401	2927033	+	ratt
Erdman_2710	ruvB	CDS	Rv2592c	2927049	2928084	-	ratt
Erdman_2711	ruvA	CDS	Rv2593c	2928080	2928671	-	ratt
Erdman_2712	ruvC	CDS	Rv2594c	2928667	2929234	-	ratt
Erdman_2713	vapB40	CDS	Rv2595	2929342	2929588	+	ratt
Erdman_2714	vapC40	CDS	Rv2596	2929584	2929989	+	ratt
Erdman_2715	ERv2597	CDS	Rv2597	2930205	2930826	+	ratt
Erdman_2716	ERv2598	CDS	Rv2598	2930836	2931331	+	ratt
Erdman_2717	ERv2599	CDS	Rv2599	2931327	2931759	+	ratt
Erdman_2718	ERv2600	CDS	Rv2600	2931840	2932242	+	ratt
Erdman_2719	speE	CDS	Rv2601	2932238	2933810	+	ratt
Erdman_2720	vapB41	CDS	Rv2601A	2933920	2934208	+	ratt
Erdman_2721	vapC41	CDS	Rv2602	2934194	2934635	+	ratt
Erdman_2722	ERv2603c	CDS	Rv2603c	2934655	2935411	-	ratt
Erdman_2723	snoP	CDS	Rv2604c	2935543	2936140	-	ratt
Erdman_2724	tesB2	CDS	Rv2605c	2936147	2936993	-	ratt
Erdman_2725	snzP	CDS	Rv2606c	2937021	2937921	-	ratt
Erdman_2726	pdxH	CDS	Rv2607	2938048	2938723	+	ratt
Erdman_2727	PPE42	CDS	Rv2608	2938896	2940639	+	ratt
Erdman_2728	ERv2609c	CDS	Rv2609c	2940660	2941716	-	ratt
Erdman_2729	pimA	CDS	Rv2610c	2941715	2942852	-	ratt
Erdman_2730	ERv2611c	CDS	Rv2611c	2942862	2943813	-	ratt
Erdman_2731	pgsA1	CDS	Rv2612c	2943809	2944463	-	ratt
Erdman_2732	ERv2613c	CDS	Rv2613c	2944459	2945047	-	ratt
Erdman_2733	thrS	CDS	Rv2614c	2945039	2947118	-	ratt
Erdman_2734	ERv2614A	CDS	Rv2614A	2947226	2947454	+	ratt
Erdman_2735	PE_PGRS45	CDS	Rv2615c	2947450	2948836	-	ratt
Erdman_2736	ERv2616	CDS	Rv2616	2949180	2949681	+	ratt
Erdman_2737	ERv2617c	CDS	Rv2617c	2949697	2950138	-	ratt
Erdman_2738	ERv2618	CDS	Rv2618	2950284	2950962	+	ratt
Erdman_2739	ERv2619c	CDS	Rv2619c	2950946	2951300	-	ratt
Erdman_2740	ERv2620c	CDS	Rv2620c	2951312	2951738	-	ratt
Erdman_2741	ERv2621c	CDS	Rv2621c	2951734	2952409	-	ratt
Erdman_2742	ERv2622	CDS	Rv2622	2952486	2953308	+	ratt
Erdman_2743	TB31.7	CDS	Rv2623	2953443	2954337	+	ratt
Erdman_2744	ERv2624c	CDS	Rv2624c	2954339	2955158	-	ratt
Erdman_2745	ERv2625c	CDS	Rv2625c	2955172	2956354	-	ratt
Erdman_2746	hrp1	CDS	Rv2626c	2956412	2956844	-	ratt
Erdman_2747	ERv2627c	CDS	Rv2627c	2957357	2958599	-	ratt
Erdman_2748	ERv2628	CDS	Rv2628	2958908	2959271	+	ratt
Erdman_2749	ERv2629	CDS	Rv2629	2959617	2960742	+	ratt
Erdman_2750	ERv2630	CDS	Rv2630	2960743	2961283	+	ratt
Erdman_2751	ERv2631	CDS	Rv2631	2961422	2962721	+	ratt
Erdman_2752	ERv2632c	CDS	Rv2632c	2962759	2963041	-	ratt
